Extracted:,"United Nations High Commissioner for Refugees"
2020,"Sri Lanka",LKA,-,-,142664,15061,25013,-,0,-,0
2020,Lithuania,LTU,-,-,58,78,0,-,0,-,0
2020,Luxembourg,LUX,-,-,5,0,0,-,0,-,0
2020,Latvia,LVA,-,-,143,92,0,-,0,-,0
2020,"China, Macao SAR",MAC,-,-,0,44,0,-,0,-,0
2020,Madagascar,MDG,-,-,268,338,0,-,0,-,0
2020,Martinique,MTQ,-,-,0,5,0,-,0,-,0
2020,Mauritania,MRT,-,-,37931,9252,0,-,0,-,0
2020,"North Macedonia",MKD,-,-,1576,1715,0,-,0,-,10
2020,"Rep. of Moldova",MDA,-,-,2206,5510,0,-,0,-,0
2020,Maldives,MDV,-,-,78,23,0,-,0,-,0
2020,Mexico,MEX,-,-,15398,111728,0,-,0,-,0
2020,"Marshall Islands",MHL,-,-,7,50,0,-,0,-,0
2020,Mali,MLI,-,-,164588,11131,332957,-,0,-,5
2020,Malaysia,MYS,-,-,1058,21474,0,-,0,-,0
2020,Malawi,MWI,-,-,514,2168,0,-,0,-,0
2020,Montenegro,MNE,-,-,530,634,0,-,0,-,0
2020,Mongolia,MNG,-,-,2277,4127,0,-,0,-,8
2020,Morocco,MAR,-,-,4467,8239,0,-,0,-,402
2020,Mozambique,MOZ,-,-,81,8674,668038,-,0,-,0
2020,Malta,MLT,-,-,5,10,0,-,0,-,0
2020,Mauritius,MUS,-,-,176,338,0,-,0,-,0
2020,Myanmar,MMR,-,-,1103245,40207,370320,-,0,-,151
2020,Namibia,NAM,-,-,457,841,0,-,0,-,0
2020,Nepal,NPL,-,-,7483,10309,0,-,0,-,396
2020,"Netherlands (Kingdom of the)",NLD,-,-,51,83,0,-,0,-,0
2020,Niger,NER,-,-,18853,4105,298458,-,0,-,34324
2020,Nicaragua,NIC,-,-,8701,62085,0,-,0,-,1665
2020,Nigeria,NGA,-,-,352960,73233,2610278,-,0,-,8
2020,Niue,NIU,-,-,18,7,0,-,0,-,0
2020,Norway,NOR,-,-,5,15,0,-,0,-,0
2020,Nauru,NRU,-,-,5,16,0,-,0,-,0
2020,"New Zealand",NZL,-,-,35,32,0,-,0,-,0
2020,Oman,OMN,-,-,47,70,0,-,0,-,974
2020,Pakistan,PAK,-,-,133280,61429,98898,-,0,-,2735
2020,Panama,PAN,-,-,70,315,0,-,0,-,0
2020,Paraguay,PRY,-,-,119,868,0,-,0,-,0
2020,Peru,PER,-,-,2834,10583,0,-,0,500353,0
2020,Philippines,PHL,-,-,469,4989,150368,-,0,-,129467
2020,"Papua New Guinea",PNG,-,-,510,650,14000,-,0,-,0
2020,Poland,POL,-,-,910,1052,0,-,0,-,0
2020,Portugal,PRT,-,-,27,360,0,-,0,-,0
2020,Qatar,QAT,-,-,33,38,0,-,0,-,0
2020,Romania,ROU,-,-,1343,3720,0,-,0,-,0
2020,"South Africa",ZAF,-,-,474,3230,0,-,0,-,6
2020,"Russian Federation",RUS,-,-,52742,44399,0,-,0,-,0
2020,Rwanda,RWA,-,-,245781,16648,0,-,0,8165,15611
2020,"El Salvador",SLV,-,-,45640,149542,71500,-,0,-,20226
2020,"Saudi Arabia",SAU,-,-,2003,1249,0,-,0,-,26
2020,Senegal,SEN,-,-,13986,15786,0,-,0,-,0
2020,Seychelles,SYC,-,-,10,5,0,-,0,-,0
2020,Singapore,SGP,-,-,37,74,0,-,0,-,0
2020,"Sierra Leone",SLE,-,-,5734,8384,0,-,0,-,0
2020,"Solomon Islands",SLB,-,-,37,267,0,-,0,-,0
2020,Somalia,SOM,-,-,812356,53824,2967500,-,0,-,34
2020,Spain,ESP,-,-,52,294,0,-,0,-,0
2020,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,29976,7105,213018,-,0,-,139
2020,"Viet Nam",VNM,-,-,316728,9440,0,-,0,-,68
2020,"South Sudan",SSD,-,-,2188785,4858,1600254,-,0,250000,56
2020,Stateless,XXA,-,-,53725,5565,0,-,4179349,-,13806
2020,"Saint Kitts and Nevis",KNA,-,-,54,18,0,-,0,-,0
2020,"Sao Tome and Principe",STP,-,-,28,23,0,-,0,-,0
2020,Sudan,SDN,-,-,787823,70049,2552174,-,0,-,158
2020,Suriname,SUR,-,-,17,146,0,-,0,-,0
2020,Slovakia,SVK,-,-,1368,209,0,-,0,-,0
2020,Slovenia,SVN,-,-,17,5,0,-,0,-,0
2020,Eswatini,SWZ,-,-,198,81,0,-,0,-,0
2020,Sweden,SWE,-,-,8,35,0,-,0,-,0
2020,Switzerland,CHE,-,-,5,16,0,-,0,-,0
2020,"Syrian Arab Rep.",SYR,-,-,6702910,107085,6701972,-,0,-,7821
2020,"United Rep. of Tanzania",TZA,-,-,689,1900,0,-,0,-,35
2020,"Turks and Caicos Islands",TCA,-,-,14,5,0,-,0,-,0
2020,Thailand,THA,-,-,174,3760,0,-,0,-,0
2020,Tibetan,TIB,-,-,12561,0,0,-,0,-,7
2020,Tajikistan,TJK,-,-,2219,2459,0,-,0,-,0
2020,Turkmenistan,TKM,-,-,498,585,0,-,0,-,0
2020,Timor-Leste,TLS,-,-,11,324,0,-,0,-,0
2020,Togo,TGO,-,-,7704,3330,0,-,0,-,0
2020,Tonga,TON,-,-,31,731,0,-,0,-,0
2020,"Trinidad and Tobago",TTO,-,-,295,414,0,-,0,-,393
2020,Tunisia,TUN,-,-,1636,2829,0,-,0,-,11
2020,Türkiye,TUR,-,-,93730,44517,0,-,0,-,27
2020,"United Arab Emirates",ARE,-,-,181,181,0,-,0,-,0
2020,Uganda,UGA,-,-,7442,11742,0,-,0,2351313,7
2020,"Unknown ",UNK,-,-,184067,108800,0,-,0,-,34456
2020,Ukraine,UKR,-,-,35156,21426,734000,-,0,-,1620005
2020,Uruguay,URY,-,-,15,435,0,-,0,-,0
2020,"United States of America",USA,-,-,349,2491,0,-,0,-,7
2020,Uzbekistan,UZB,-,-,3112,5171,0,-,0,-,0
2020,Vanuatu,VUT,-,-,0,158,0,-,0,-,0
2020,"Holy See",VAT,-,-,0,12,0,-,0,-,0
2020,"Saint Vincent and the Grenadines",VCT,-,-,742,38,0,-,0,-,0
2020,"Venezuela (Bolivarian Republic of)",VEN,-,-,171112,851265,0,3862102,0,-,1112517
2020,Samoa,WSM,-,-,0,133,0,-,0,-,0
2020,"Western Sahara",ESH,-,-,116925,1038,0,-,0,-,5
2020,Yemen,YEM,-,-,32433,34870,4002012,-,0,-,28
2020,Zambia,ZMB,-,-,252,475,0,-,0,-,5
2020,Zimbabwe,ZWE,-,-,8575,14614,0,-,0,-,132
2021,Aruba,ABW,-,-,0,0,0,-,0,6000,0
2021,Afghanistan,AFG,-,-,2712869,262860,3457744,-,0,494710,93827
2021,Anguilla,AIA,-,-,0,5,0,-,0,-,0
2021,Albania,ALB,-,-,19847,22331,0,-,0,-,0
2021,Algeria,DZA,-,-,6003,6871,0,-,0,-,33
2021,Andorra,AND,-,-,0,5,0,-,0,-,0
2021,Angola,AGO,-,-,11403,12692,0,-,0,-,19792
2021,"Antigua and Barbuda",ATG,-,-,105,55,0,-,0,-,0
2021,Egypt,EGY,-,-,27498,21016,0,-,0,-,82
2021,Argentina,ARG,-,-,124,1774,0,-,0,-,5
2021,Armenia,ARM,-,-,12255,9291,0,-,0,-,0
2021,Australia,AUS,-,-,16,21,0,-,0,-,0
2021,Austria,AUT,-,-,23,5,0,-,0,-,0
2021,Azerbaijan,AZE,-,-,39478,5235,654839,-,0,-,0
2021,Bahrain,BHR,-,-,416,137,0,-,0,-,0
2021,Barbados,BRB,-,-,265,91,0,-,0,-,0
2021,Burundi,BDI,-,-,323635,52171,19176,-,0,-,5156
2021,Belgium,BEL,-,-,29,89,0,-,0,-,5
2021,Benin,BEN,-,-,730,1382,0,-,0,-,0
2021,Bangladesh,BGD,-,-,22672,65495,0,-,0,174850,507
2021,Bahamas,BHS,-,-,736,658,0,-,0,-,0
2021,Bhutan,BTN,-,-,6702,487,0,-,0,-,0
2021,"Burkina Faso",BFA,-,-,20209,5585,1579976,-,0,-,13079
2021,Belarus,BLR,-,-,4632,6799,0,-,0,-,0
2021,"Bolivia (Plurinational State of)",BOL,-,-,549,1830,0,-,0,-,0
2021,Botswana,BWA,-,-,122,213,0,-,0,-,0
2021,Brazil,BRA,-,-,1954,26440,0,-,0,26596,0
2021,"Brunei Darussalam",BRN,-,-,0,5,0,-,0,-,0
2021,"Bosnia and Herzegovina",BIH,-,-,18189,1631,96305,-,0,-,181
2021,Bulgaria,BGR,-,-,455,340,0,-,0,-,5
2021,Belize,BLZ,-,-,81,369,0,-,0,-,0
2021,Cambodia,KHM,-,-,12072,893,0,-,0,-,0
2021,Canada,CAN,-,-,60,126,0,-,0,-,0
2021,"Central African Rep.",CAF,-,-,737658,14283,691791,-,0,-,2284
2021,"Cayman Islands",CYM,-,-,5,0,0,-,0,-,0
2021,Chad,TCD,-,-,11771,7572,406573,-,0,-,107029
2021,China,CHN,-,-,170222,118476,0,-,0,-,10
2021,Chile,CHL,-,-,987,9058,0,-,0,-,0
2021,Cameroon,CMR,-,-,125477,22151,933138,-,0,-,22
2021,Congo,COG,-,-,14253,12795,134430,-,0,-,84
2021,"Dem. Rep. of the Congo",COD,-,-,908401,148099,5407840,-,0,-,15343
2021,Comoros,COM,-,-,1670,1833,0,-,0,-,0
2021,Colombia,COL,-,-,115792,80705,6766002,-,0,741889,504338
2021,"Costa Rica",CRI,-,-,235,989,0,-,0,1863,0
2021,Cuba,CUB,-,-,11534,71590,0,-,0,-,13664
2021,"Curacao ",CUW,-,-,35,0,0,-,0,5226,0
2021,"Cabo Verde",CPV,-,-,10,273,0,-,0,-,0
2021,Cyprus,CYP,-,-,5,15,0,-,0,-,0
2021,Czechia,CZE,-,-,758,161,0,-,0,-,0
2021,Denmark,DNK,-,-,8,25,0,-,0,-,0
2021,Djibouti,DJI,-,-,2607,994,0,-,0,1301,0
2021,Dominica,DMA,-,-,54,124,0,-,0,-,0
2021,"Dominican Rep.",DOM,-,-,635,4642,0,-,0,-,0
2021,Ecuador,ECU,-,-,1825,27286,0,-,0,-,0
2021,"Equatorial Guinea",GNQ,-,-,168,235,0,-,0,-,0
2021,Eritrea,ERI,-,-,511911,77188,0,-,0,-,10538
2021,Estonia,EST,-,-,271,48,0,-,0,-,0
2021,Ethiopia,ETH,-,-,149130,139211,3646267,-,0,84953,3918
2021,"French Guiana",GUF,-,-,0,96,0,-,0,-,0
2021,Fiji,FJI,-,-,414,2997,0,-,0,-,0
2021,Finland,FIN,-,-,5,0,0,-,0,-,0
2021,France,FRA,-,-,38,279,0,-,0,-,0
2021,Gabon,GAB,-,-,620,902,0,-,0,-,0
2021,Gambia,GMB,-,-,11042,5731,0,-,0,-,59
2021,Palestinian,PSE,-,-,103581,9645,0,-,0,-,1109
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,101,277,0,-,0,-,0
2021,Georgia,GEO,-,-,9754,16648,290156,-,0,-,0
2021,Germany,DEU,-,-,59,248,0,-,0,-,0
2021,Ghana,GHA,-,-,14251,9177,0,-,0,-,17
2021,Guadeloupe,GLP,-,-,0,88,0,-,0,-,0
2021,Guinea-Bissau,GNB,-,-,2039,2546,0,-,0,-,0
2021,Greece,GRC,-,-,87,171,0,-,0,-,0
2021,Grenada,GRD,-,-,52,97,0,-,0,-,0
2021,Guatemala,GTM,-,-,26927,160428,0,-,0,406161,149455
2021,Guinea,GIN,-,-,34403,26458,0,-,0,-,140
2021,Guyana,GUY,-,-,285,856,0,-,0,5892,0
2021,Haiti,HTI,-,-,29454,135565,0,-,0,-,19385
2021,"China, Hong Kong SAR",HKG,-,-,96,816,0,-,0,-,0
2021,Honduras,HND,-,-,51687,169994,247090,-,0,-,48926
2021,Croatia,HRV,-,-,18083,51,0,-,0,-,214
2021,Hungary,HUN,-,-,4653,608,0,-,0,-,0
2021,Iceland,ISL,-,-,5,7,0,-,0,-,0
2021,"Cote d'Ivoire",CIV,-,-,39940,32608,0,-,0,-,152
2021,India,IND,-,-,14230,78360,0,-,0,-,255
2021,Indonesia,IDN,-,-,13962,5872,0,-,0,-,276
2021,Ireland,IRL,-,-,5,141,0,-,0,-,0
2021,"Iran (Islamic Rep. of)",IRN,-,-,142994,68940,0,-,0,-,287
2021,Iraq,IRQ,-,-,343899,254454,1186556,-,0,-,30456
2021,Israel,ISR,-,-,453,807,0,-,0,-,0
2021,Italy,ITA,-,-,61,639,0,-,0,-,0
2021,Jamaica,JAM,-,-,2419,2305,0,-,0,-,0
2021,Jordan,JOR,-,-,2981,5795,0,-,0,-,873
2021,Japan,JPN,-,-,39,134,0,-,0,-,0
2021,Kazakhstan,KAZ,-,-,3198,5925,0,-,0,-,0
2021,Kenya,KEN,-,-,7529,9727,0,-,0,154150,5
2021,Kyrgyzstan,KGZ,-,-,3035,2785,0,-,0,-,0
2021,Kiribati,KIR,-,-,0,5,0,-,0,-,0
2021,"Rep. of Korea",KOR,-,-,117,893,0,-,0,-,0
2021,"Dem. People's Rep. of Korea",PRK,-,-,528,108,0,-,0,-,0
2021,Kuwait,KWT,-,-,1702,1857,0,-,0,-,5
2021,"Lao People's Dem. Rep.",LAO,-,-,6778,474,0,-,0,-,0
2021,Liberia,LBR,-,-,5384,3090,0,-,0,-,46
2021,Libya,LBY,-,-,19090,5717,179047,-,0,-,50
2021,"Saint Lucia",LCA,-,-,457,91,0,-,0,-,0
2021,Lebanon,LBN,-,-,6061,8873,0,-,0,-,11663
2021,Lesotho,LSO,-,-,6,41,0,-,0,-,0
2021,Liechtenstein,LIE,-,-,5,5,0,-,0,-,0
2021,"Sri Lanka",LKA,-,-,151112,12209,8767,-,0,-,16
2021,Lithuania,LTU,-,-,54,114,0,-,0,-,0
2021,Latvia,LVA,-,-,122,120,0,-,0,-,0
2021,"China, Macao SAR",MAC,-,-,0,34,0,-,0,-,0
2021,Madagascar,MDG,-,-,425,373,0,-,0,-,10
2021,Mauritania,MRT,-,-,39279,8705,0,-,0,-,0
2021,"North Macedonia",MKD,-,-,1842,3982,116,-,0,-,5
2021,"Rep. of Moldova",MDA,-,-,2190,6881,0,-,0,-,0
2021,Maldives,MDV,-,-,80,21,0,-,0,-,0
2021,Mexico,MEX,-,-,16403,117936,0,-,0,-,0
2021,"Marshall Islands",MHL,-,-,7,0,0,-,0,-,0
2021,Mali,MLI,-,-,183392,24287,350110,-,0,-,26
2021,Malaysia,MYS,-,-,1182,20855,0,-,0,-,0
2021,Malawi,MWI,-,-,513,2018,0,-,0,-,0
2021,Montenegro,MNE,-,-,623,809,0,-,0,-,0
2021,Mongolia,MNG,-,-,2508,4673,0,-,0,-,5
2021,Morocco,MAR,-,-,5385,12632,0,-,0,-,99
2021,Mozambique,MOZ,-,-,90,8720,744949,-,0,-,9
2021,Malta,MLT,-,-,7,5,0,-,0,-,0
2021,Mauritius,MUS,-,-,198,351,0,-,0,-,0
2021,Myanmar,MMR,-,-,1177327,43878,671011,-,0,-,198
2021,Namibia,NAM,-,-,441,915,0,-,0,-,40
2021,Nepal,NPL,-,-,7029,11329,0,-,0,-,363
2021,"Netherlands (Kingdom of the)",NLD,-,-,58,93,0,-,0,-,0
2021,Niger,NER,-,-,21901,2686,224016,-,0,-,37305
2021,Nicaragua,NIC,-,-,11041,164019,0,-,0,-,29390
2021,Nigeria,NGA,-,-,383660,83105,3084916,-,0,-,18
2021,Niue,NIU,-,-,11,0,0,-,0,-,0
2021,Norway,NOR,-,-,5,23,0,-,0,-,0
2021,Nauru,NRU,-,-,5,16,0,-,0,-,0
2021,"New Zealand",NZL,-,-,33,69,0,-,0,-,0
2021,Oman,OMN,-,-,53,71,0,-,0,-,783
2021,Pakistan,PAK,-,-,132818,56687,98898,-,0,1224393,6344
2021,Panama,PAN,-,-,118,512,0,-,0,14521,0
2021,Paraguay,PRY,-,-,125,1102,0,-,0,-,0
2021,Peru,PER,-,-,3521,9046,0,-,0,500353,0
2021,Philippines,PHL,-,-,521,5525,105214,-,0,-,183651
2021,"Papua New Guinea",PNG,-,-,507,636,24000,-,0,-,0
2021,Poland,POL,-,-,887,1056,0,-,0,-,0
2021,Portugal,PRT,-,-,26,439,0,-,0,-,0
2021,Qatar,QAT,-,-,47,35,0,-,0,-,0
2021,Romania,ROU,-,-,1417,4452,0,-,0,-,0
2021,"South Africa",ZAF,-,-,643,3556,0,-,0,-,6
2021,"Russian Federation",RUS,-,-,68547,42959,0,-,0,-,0
2021,Rwanda,RWA,-,-,248219,23523,0,-,0,8165,13564
2021,"El Salvador",SLV,-,-,52041,153246,71500,-,0,391,55583
2021,"Saudi Arabia",SAU,-,-,2167,1541,0,-,0,-,32
2021,Senegal,SEN,-,-,15129,17466,0,-,0,-,0
2021,Seychelles,SYC,-,-,14,0,0,-,0,-,0
2021,Singapore,SGP,-,-,34,100,0,-,0,-,0
2021,"Sierra Leone",SLE,-,-,6615,5685,0,-,0,-,5
2021,"Solomon Islands",SLB,-,-,38,314,1000,-,0,-,0
2021,Somalia,SOM,-,-,776678,59605,2967500,-,0,-,47
2021,Spain,ESP,-,-,55,423,0,-,0,-,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,31735,6708,211823,-,0,-,138
2021,"Viet Nam",VNM,-,-,317737,10345,0,-,0,-,68
2021,"South Sudan",SSD,-,-,2362759,5037,2017236,-,0,250000,74
2021,Stateless,XXA,-,-,56534,5191,0,-,4337409,-,16192
2021,"Saint Kitts and Nevis",KNA,-,-,47,32,0,-,0,-,0
2021,"Sao Tome and Principe",STP,-,-,6,25,0,-,0,-,0
2021,Sudan,SDN,-,-,825290,75164,3036590,-,0,-,301
2021,Suriname,SUR,-,-,22,118,0,-,0,-,0
2021,Slovakia,SVK,-,-,1426,171,0,-,0,-,0
2021,Slovenia,SVN,-,-,17,10,0,-,0,-,0
2021,Eswatini,SWZ,-,-,165,80,0,-,0,-,10
2021,Sweden,SWE,-,-,9,43,0,-,0,-,0
2021,Switzerland,CHE,-,-,0,21,0,-,0,-,0
2021,"Syrian Arab Rep.",SYR,-,-,6848865,139754,6865308,-,0,-,3132
2021,"United Rep. of Tanzania",TZA,-,-,752,1841,0,-,0,-,33
2021,"Turks and Caicos Islands",TCA,-,-,14,5,0,-,0,-,0
2021,Thailand,THA,-,-,181,3230,0,-,0,-,0
2021,Tibetan,TIB,-,-,12593,0,0,-,0,-,0
2021,Tajikistan,TJK,-,-,2412,2023,0,-,0,-,0
2021,Turkmenistan,TKM,-,-,563,722,0,-,0,-,0
2021,Timor-Leste,TLS,-,-,11,368,0,-,0,-,0
2021,Togo,TGO,-,-,7985,2984,0,-,0,-,25
2021,Tonga,TON,-,-,28,816,0,-,0,-,0
2021,"Trinidad and Tobago",TTO,-,-,285,508,0,-,0,4605,590
2021,Tunisia,TUN,-,-,2201,4012,0,-,0,-,9
2021,Türkiye,TUR,-,-,105019,46327,0,-,0,-,122
2021,"United Arab Emirates",ARE,-,-,160,215,0,-,0,-,0
2021,Uganda,UGA,-,-,7887,11824,0,-,0,2428906,10
2021,"Unknown ",UNK,-,-,100632,53367,0,-,0,196208,7439
2021,Ukraine,UKR,-,-,27562,19426,854000,-,0,-,1424805
2021,Uruguay,URY,-,-,45,648,0,-,0,-,0
2021,"United States of America",USA,-,-,426,1662,0,-,0,-,6
2021,Uzbekistan,UZB,-,-,3014,4946,0,-,0,-,0
2021,Vanuatu,VUT,-,-,0,172,0,-,0,-,0
2021,"Holy See",VAT,-,-,0,12,0,-,0,-,0
2021,"Saint Vincent and the Grenadines",VCT,-,-,467,85,0,-,0,-,0
2021,"Venezuela (Bolivarian Republic of)",VEN,-,-,199202,971106,0,4406409,0,-,1389980
2021,Samoa,WSM,-,-,5,160,0,-,0,-,0
2021,"Western Sahara",ESH,-,-,117041,689,0,-,0,-,5
2021,Yemen,YEM,-,-,37615,35462,4288739,-,0,-,23
2021,Zambia,ZMB,-,-,255,489,0,-,0,-,5
2021,Zimbabwe,ZWE,-,-,8115,13513,0,-,0,-,137
